user_id,Review 1,Review 2,Review 3
#NAME?,"Went there the first time two days ago.  It was busy.  I ordered the i/2 chicken dark meat with 2 sides- the pimento mac and cheese and the greens.  First, there was not much meat on the chicken and once I  got passed the skin there was no flavor. The mac and cheese was very creamy but lacking any real significant quality. The greens were also lacking flavor. Later on I got an upset stomach-probably due to the greace in the chicken.
First and last visit to this place.",,
#NAME?,,,Soo disappointed in Oceana Grill. We went by to get a pecan praline brownie sundae to go. I really enjoyed chatting with the super nice gentleman at the door. Left with our sundae and went down to Armstrong park to enjoy it. The brownie was hard as a rock!!  And the barely there praline and pecans that might have saved it were way to few to help. So almost $12 for a dessert that we threw away. I'm glad we didn't get lunch there.
#NAME?,,"Honestly at a loss to describe the draw. Mediocre food, long lines, crowded seating. There's 100 better restaurants within a 5 minute walk. Felix's is basically a higher quality version of the same thing, and Luke has far higher quality oytsers.",
#NAME?,,"Kinda disappointed after all the hype I've heard over this place.  Kinda proves my suspicion that maybe overly hyped restaurants aren't THAT great.  We waited in line for about 45 minutes only to find out that crawfish was out of season and they weren't boiling anything in the kitchen.  I ended up getting a small bowl of the seafood etouffee.  It was good, and that's all I will say.  We got a dozen oysters as an appetizer and I will admit that I have had better.  Still tasty but not satisfying my expectations.  Oh well...off to my next stop.",
#NAME?,"I was expecting fried chicken with spice. Similar to chicken wings. Not the same thing at all.  I got the mild, because i'm not a spicy eater, hubby got the hot.  Sides were sides, ok, good enough to eat, but nothing to write home about. 

Hubby decided hot was not a big enough challenge so went back for the ""shut the cluck up"" hottest flavor. He said it had spice, but still not the hottest he's ever had.  

To me? It seemed like fried chicken with greasy spicy sauce under the skin.  Maybe it's just me? I will say the chicken was cooked perfectly! nice and moist, and it was good. Just not what i was expecting. 

Will i go back? Probably not, but I live in Arizona, so a trip would be a bit expensive. LOL.",,
#NAME?,,,"Got a recommendation from my hotel on char grilled oysters and Oceana didn't fail to deliver. A few blocks up the street from my hotel and off Bourbon Street this some what obscure place comes across as your typical tourist location with a sign out from ""Line Starts Here"", fortunately I was somewhat early so I missed the dinner crowd. I sat at the bar and it was pretty full all over, and I took the menu and went for Oceana's famous Char-grilled Oysters. I ordered a dozen and what I got was incredible, there were 12 nice plump oysters that had been char-grilled with a unique zesty garlic and cream herb Cajun sauce, finished with a fresh blend of Parmesan and Romano cheeses. It was plenty food for me and I was completely satisfied."
#NAME?,,,"I Enjoyed the red beans & rice, fried shrimp & gumbo. The service & the food was equally good.  My friends were satisfied with their orders as well, I would eat here again."
#NAME?,,"Ummmm............
It's ok......
Not goot time for dining during Covid...
It was long line.
Very popular here.",
#NAME?,"the kind of meal that makes you sad when it's over. I tried to get Hattie Bs a few years ago & couldn't wait on the long line. I found out tonight that I had clearly missed out. 

Before I talk about the food, I need to say that the staff are unbelievably nice and accommodating. I ordered online & needed to add an item to my order before leaving. They made it happen quickly! Excellent service. 

I'm always nervous when taking fried food to go, as it can often get soggy in transport. The chicken tasted right-out-of-the-fryer crispy. I ordered mine hot (small dark plate) and the sauce was GOOD AND HOT! 

Sides: cole slaw, collard greens, Mac & cheese.. all so good. And an extra order of pickles, because why not?

An inexpensive and delicious meal that I wish I could eat regularly!",,
#NAME?,Um. Delicious. Eat the Mac and Cheese. I'm a midwesterner who can't handle spicy things and it was great! Got mild spicy but probably could have done medium. Would love to come back the next time I'm in Nashville.,,
#NAME?,"i have been wanting to try some nashville hot chicken for a couple of years. finally made it back to town and tried Hattie's. eat hot chicken here! luckily placed our order online while traveling towards nash. hot and ready to pick up upon arrival. i was in the place less than a minute and it was BUSY! had regular fried and medium. both were amazing, flavorful, and juicy. potato salad was great. i would eat here anytime but considering the line i saw at 1145 on a sunday i would place the order online",,
#NAME?,One of the best hot chicken places in Nashville. Highly suggest the hot tenders with fries and mac n' cheese!,,
#NAME?,,,"New Orleans during COVID? Oceana is the standard in what restaurants are and should do.  Masks, gloves , shields, social distanced tables...thank you for always a great experience, food and atmosphere"
#NAME?,,,The food was very good. Great service and helpfull in selecting what to eat. First time in New Orleans.
#NAME?,,"Came here with a group of 11, so the wait was long, but worth it. Came at 8:45 and took about 45 minutes to get a table set up for us. 

Fresh oysters were delicious but the CHARGRILLED IS WHERE IT'S AT. A friend of mine stated that she didn't like oysters but tried the fresh ones here and actually liked them!

Also got the boo fries, which were good but a tad salty. 

I'll return for the chargrilled oysters. MMM.",
#NAME?,,,"I enjoyed my dish. It was great but I have had better cajun food. No worries though, you will walk out of there satisfied if you order the right thing"
#NAME?,,"Stood in line for an hour and a half the evening before St. Patrick's Day, and boy was it worth it! The atmosphere inside is bustling and unique.

I tried the blackened oysters, which were absolutely scrumptious and some of the best I'd ever had. Also tried the fried fish po boy, and the fried catfish that came with it was perfectly cooked.

Overall a great experience, and a must try in New Orleans.",
